serial	id	type	title	body	signature_threshold	signature_count	signatures_needed	url	deadline	status	created	day1	day2	day3	day4	day5	day6	day7	day8	day9	day10	day11	day12	day13	day14	day15	day16	day17	day18	day19	day20	day21	day22	day23	day24	day25	day26	day27	day28	day29	day30	day31	day32	day33	day34	day35	day36	day37	day38	day39	day40	day41	day42	day43	day44	day45	day46	day47	day48	day49	day50	day51	day52	day53	day54	day55	day56	day57	day58	day59	day60	numpeaks	total
3211	509d495200e5797d78000000	petition	Invite Jacques Fresco of the venus project to the white house as a consultant on rebuilding a sustainable economy.	"Jacques Fresco is a world renowned and respected futurist, scientist, engineer, and problem solver. He has created well thought out technologies and solutions to the economic issues that America faces. His ideas and solutions go beyond conventional thinking and political bickering. He has ideas to improve manufacturing, education, eliminate poverty, clean the environment, wean the country off fossils fuels, and the overall well being for all Americans.  Jacuques contribution of ideas and solutions to Americas problems can be a valuable resource to the Obama administration. Americas infrastructure is crumbling and we are dependent on foreign sources of energy. Jacques has scientifically sound solutions that we need to seriuosly consider to make America a sustainable, strong, & stable nation"	25000	2854	22146	https://petitions.whitehouse.gov/petition/invite-jacques-fresco-venus-project-white-house-consultant-rebuilding-sustainable-economy	30	Closed	1352486507	175	267	243	523	288	254	312	170	127	64	59	48	45	24	34	24	29	31	29	15	9	20	17	6	5	9	5	7	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2854
3216	509d550feab72ac125000008	petition	Peacefully grant the State of Texas to withdraw from the United States of America and create its own NEW government.	"The US continues to suffer economic difficulties stemming from the federal government's neglect to reform domestic and foreign spending. The citizens of the US suffer from blatant abuses of their rights such as the NDAA, the TSA, etc. Given that the state of Texas maintains a balanced budget and is the 15th largest economy in the world, it is practically feasible for Texas to withdraw from the union, and to do so would protect it's citizens' standard of living and re-secure their rights and liberties in accordance with the original ideas and beliefs of our founding fathers which are no longer being reflected by the federal government."	25000	125746	0	https://petitions.whitehouse.gov/petition/peacefully-grant-state-texas-withdraw-united-states-america-and-create-its-own-new	30	Reviewed	1352489312	124	6888	15793	54543	22151	9028	3297	1784	882	671	599	385	223	169	197	270	400	247	278	129	160	74	69	64	108	204	103	110	119	66	113	144	109	122	114	126	135	321	338	200	126	166	150	198	411	519	225	439	310	218	184	184	135	113	104	81	119	116	103	233	1	124991
3221	509d58d2688938ef36000004	petition	Allow filing of I-765 (EAD) and I-131 (AP) upon I-140 approval	"Filing for I-765 (EAD) and I-131 (AP) is not allowed currently unless the priority date is current as per the monthly Visa Bulletin. Allowing to file for these two applications upon I-140 approval would make lives of several thousands of people waiting in line for priority dates more secure and stop/limit sending money to overseas and spur investment in US, especially in housing industry resulting in more US jobs. "	25000	9583	15417	https://petitions.whitehouse.gov/petition/allow-filing-i-765-ead-and-i-131-ap-upon-i-140-approval	30	Closed	1352490392	10	38	140	520	727	1180	1297	792	399	401	519	596	262	98	55	69	159	246	247	571	334	110	57	89	112	141	186	153	59	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	9583
3226	509d69ce00e5792f4a00000b	petition	Peacefully grant the State of Alabama to withdraw from the United States of America and create its own NEW government.	"Peacefully grant the State of Alabama to withdraw from the United States of America and create its own NEW government. As the founding fathers of the United States of America made clear in the Declaration of Independence in 1776:  ""When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation.""  ""Governments are instituted among Men, deriving their just powers from the consent of the governed, that whenever any Form of Government becomes destructive."""	25000	31597	0	https://petitions.whitehouse.gov/petition/peacefully-grant-state-alabama-withdraw-united-states-america-and-create-its-own-new	30	Reviewed	1352494504	38	2021	5454	14526	5174	1447	621	305	140	118	134	70	55	40	35	43	43	37	25	28	19	18	12	13	11	28	13	12	24	19	14	13	24	8	15	18	21	36	56	35	22	32	26	43	80	95	42	54	54	52	25	27	30	18	15	17	23	13	19	40	1	31490
3231	509d79f72f2c88112b000005	petition	"Pressure Ethiopia to release Oromo Prisoners of Conscience, Bekele Gerba, Olbana Lelisa, Laggese Dhaba, Riqitu and Sisay"	"Ethiopia has a long history of brutality and human rights violations against civilian populations. Among those persecuted are ethnic Oromo, Sidama, Ogaden, Anuak and Afar.  Oromo constitute 50% of the population, and thus become a major target of Ethiopian military and security. As it stands today, there are more than 20,000 Oromo political prisoners in Ethiopian prisons and torture cells. Among the many Prisoners of consciences are politicians and civic leaders:  1 Mr Bekele Gerba, Deputy Chairman Oromo Federalist Democratic Movement 2 Mr. Olbana Lelisa, Oromo People's Congress Party http://www.amnesty.org/en/news-and-updates/ethiopian-opposition-leaders-detained-after-meeting-amnesty-international-2011-08-3 3 Macha Tulama Mr. Laggese Deti Dhaba, Mulugeta Riqit, Sisay Serbesa"	25000	1070	23930	https://petitions.whitehouse.gov/petition/pressure-ethiopia-release-oromo-prisoners-conscience-bekele-gerba-olbana-lelisa-laggese	30	Closed	1352499333	7	35	80	272	241	101	52	31	27	27	18	14	19	13	15	1	12	8	9	21	14	11	4	5	8	8	6	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1070
3236	509db45000e5791177000007	petition	Peacefully grant the State of North Carolina to withdraw from the United States and create its own NEW government	"As the founding fathers of the United States of America made clear in the Declaration of Independence in 1776:  ""When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation.""  ""...Governments are instituted among Men, deriving their just powers from the consent of the governed, that whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or abolish it, and institute new Government..."" "	25000	31835	0	https://petitions.whitehouse.gov/petition/peacefully-grant-state-north-carolina-withdraw-united-states-and-create-its-own-new	30	Reviewed	1352512741	73	2889	8583	11849	3980	1397	577	310	159	151	140	64	59	33	48	47	49	49	34	29	19	24	14	22	18	37	10	15	25	22	20	38	13	16	19	15	26	44	38	21	14	36	32	45	112	72	48	63	46	48	30	32	23	26	16	19	21	17	21	47	1	31744
3241	509dda5900e5799334000007	petition	Peacefully grant the State of Mississippi to withdraw from the United States of America and create its own NEW governmen	"As the founding fathers of the United States of America made clear in the Declaration of Independence in 1776:  ""When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation.""  ""...Governments are instituted among Men, deriving their just powers from the consent of the governed, that whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or abolish it, and institute new Government..."""	25000	18914	6086	https://petitions.whitehouse.gov/petition/peacefully-grant-state-mississippi-withdraw-united-states-america-and-create-its-own-new	30	Closed	1352523028	283	2676	7294	4552	1926	752	382	200	109	96	84	35	42	30	55	48	40	34	44	41	16	24	18	12	12	29	17	8	21	33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	18914
3246	509e398aee140f4465000010	petition	Recount the election!	"It has become blatantly obvious the voter fraud that was committed during the 2012 Presidential elections.  In one county alone in Ohio, which was a battleground state, President Obama received 106,258 votes...but there were only 98,213 eligible voters.  It's not humanly possible to get 108% of the vote! If ID laws had been enforced (which the administration is completely against because that meant they would lose) then this wouldn't be an issue. Recount NOW! "	25000	73550	0	https://petitions.whitehouse.gov/petition/recount-election	30	Reviewed	1352546881	5810	6886	21139	16181	6982	2981	1264	816	510	508	243	165	83	73	109	140	112	120	130	67	52	44	51	52	81	77	35	84	48	46	68	71	38	34	41	41	81	118	97	73	40	104	93	194	332	126	158	179	156	104	128	122	77	50	51	43	42	39	54	115	1	67758
3251	509e7e41adfd959076000005	petition	Peacefully grant the State of Missouri to withdraw from the United States of America and create its own NEW government.	"As the founding fathers of the United States of America made clear in the Declaration of Independence in 1776:  ""When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation.""  ""...Governments are instituted among Men, deriving their just powers from the consent of the governed, that whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or abolish it, and institute new Government...""  "	25000	20631	4369	https://petitions.whitehouse.gov/petition/peacefully-grant-state-missouri-withdraw-united-states-america-and-create-its-own-new-0	30	Closed	1352564407	100	2112	9911	4292	1874	739	356	213	147	127	88	62	44	47	57	65	39	54	37	44	26	21	16	7	19	32	19	22	33	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20631
3256	509ea7336ce61c302d000017	petition	ALLOW ALASKA TO SECEDE FROM A DYSFUNCTIONAL UNION.	"As an American Veteran on behalf of the U.S. Constitution, the Republic, the Rule of Law, and equal justice for all freedom loving citizens of the United States of America hereby declare that the Federal Government allow Alaska to peacefully secede from a dysfunctional Union that is run by corrupt politicians who buy the votes of individuals who can no longer be seen as American citizens but rather, slaves to a tyrant.  We who took the oath to protect and defend the Constitution of the United States of America against all enemies, foreign and domestic, now declare Washington DC to be the domestic enemy to the freedom and liberty of all Alaskans and indeed, 50% of the free citizens of the USA. Therefore, we declare our secession in support of the US Constitution. LET MY PEOPLE GO!"	25000	4576	20424	https://petitions.whitehouse.gov/petition/allow-alaska-secede-dysfunctional-union	30	Closed	1352574958	15	20	65	704	2221	611	271	144	83	58	34	33	16	26	35	30	28	28	27	15	15	13	10	8	25	10	8	11	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4576
3261	509eba956ce61c500e000014	petition	Peacefully grant the State of Missouri to withdraw from the United States of America and create its own NEW government.	"As the founding fathers of the United States of America made clear in the Declaration of Independence in 1776:  ""When in the Course of human events, it becomes necessary for one people to dissolve the political bands which have connected them with another, and to assume among the powers of the earth, the separate and equal station to which the Laws of Nature and of Nature's God entitle them, a decent respect to the opinions of mankind requires that they should declare the causes which impel them to the separation.""  ""...Governments are instituted among Men, deriving their just powers from the consent of the governed, that whenever any Form of Government becomes destructive of these ends, it is the Right of the People to alter or abolish it, and institute new Government..."""	25000	13875	11125	https://petitions.whitehouse.gov/petition/peacefully-grant-state-missouri-withdraw-united-states-america-and-create-its-own-new-1	30	Closed	1352579872	256	3795	6691	1729	624	234	133	85	72	52	28	27	11	16	13	24	11	10	7	5	2	1	3	2	10	6	5	8	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13875
